date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:46:09	101652/101652	---M--	200	added ('OK')	font/woff	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
19:46:09	202744/202744	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
19:46:10	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
19:46:10	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
19:46:10	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
19:46:11	13276/13276	---M--	200	added ('OK')	font/woff2	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
19:46:11	16276/16276	---M--	200	added ('OK')	font/woff	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
19:46:11	33736/33736	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
19:46:12	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
19:46:12	71409/71409	---MCZ	200	added ('OK')	text/css	date:Tue,%2011%20Feb%202025%2001:37:06%20GMT	https://team5036.ca/wp-content/uploads/essential-addons-elementor/eael-441.css?ver=1724461103	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/uploads/essential-addons-elementor/eael-44121d7.css	(from https://team5036.ca/?page_id=441)
19:46:12	1833/1833	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/css/widget-spacer.min3ea8.css	(from https://team5036.ca/?page_id=441)
19:46:12	137/137	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min3ea8.css	(from https://team5036.ca/?page_id=441)
19:46:12	198/198	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min3ea8.css	(from https://team5036.ca/?page_id=441)
19:46:13	155/155	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min3ea8.css	(from https://team5036.ca/?page_id=441)
19:46:13	153/153	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min3ea8.css	(from https://team5036.ca/?page_id=441)
19:46:13	704/704	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/css/widget-text-editor.min3ea8.css	(from https://team5036.ca/?page_id=441)
19:46:13	793/793	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/css/widget-counter.min.css?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/css/widget-counter.min3ea8.css	(from https://team5036.ca/?page_id=441)
19:46:14	130/130	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min3ea8.css	(from https://team5036.ca/?page_id=441)
19:46:14	43229/43229	---MCZ	200	added ('OK')	text/css	date:Fri,%2020%20Dec%202024%2010:34:31%20GMT	https://team5036.ca/wp-content/uploads/elementor/css/post-441.css?ver=1734690871	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/uploads/elementor/css/post-44189a4.css	(from https://team5036.ca/?page_id=441)
19:46:15	75965/75965	---MCZ	200	added ('OK')	application/json	date:Sat,%2031%20May%202025%2023:46:13%20GMT	https://team5036.ca/index.php?rest_route=/wp/v2/pages/441	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index674e.json	(from https://team5036.ca/?page_id=441)
19:46:15	2503/2503	---MCZ	200	added ('OK')	application/json	date:Sat,%2031%20May%202025%2023:46:13%20GMT	https://team5036.ca/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fteam5036.ca%2F%3Fpage_id%3D441	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index618d.json	(from https://team5036.ca/?page_id=441)
19:46:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2031%20May%202025%2023:46:13%20GMT	https://team5036.ca/?p=441	C:/My%20Web%20Sites/team5036-backup/team5036.ca/indexdf01.html	(from https://team5036.ca/?page_id=441)
19:46:16	2682/2682	---MCZ	200	added ('OK')	text/xml	date:Sat,%2031%20May%202025%2023:46:14%20GMT	https://team5036.ca/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fteam5036.ca%2F%3Fpage_id%3D441&format=xml	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index4627.php	(from https://team5036.ca/?page_id=441)
19:46:16	56586/56586	---M--	200	added ('OK')	image/png	date:Sat,%2014%20May%202022%2022:25:33%20GMT	https://team5036.ca/wp-content/uploads/2022/05/The_Robo_Devils_Logo.png	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/uploads/2022/05/The_Robo_Devils_Logo.png	(from https://team5036.ca/?page_id=441)
19:46:16	558561/558561	---M--	200	added ('OK')	image/jpeg	etag:%22e4a9e3a5de003508%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/IMG_6285-1-scaled.jpg?fit=2560%2C1707&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/IMG_6285-1-scaled8ac0.jpg	(from https://team5036.ca/?page_id=441)
19:46:17	175127/175127	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20May%202025%2023:46:15%20GMT	https://team5036.ca/?page_id=340	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index4a1e.html	(from https://team5036.ca/?page_id=441)
19:46:17	161953/161953	---M--	200	added ('OK')	image/jpeg	etag:%224916119ef425b761%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/DriveTeam-and-Bot.jpg?fit=768%2C512&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/DriveTeam-and-Bot44ce.jpg	(from https://team5036.ca/?page_id=441)
19:46:18	184474/184474	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20May%202025%2023:46:15%20GMT	https://team5036.ca/?page_id=209	C:/My%20Web%20Sites/team5036-backup/team5036.ca/indexccb4.html	(from https://team5036.ca/?page_id=441)
19:46:18	183415/183415	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20May%202025%2023:46:16%20GMT	https://team5036.ca/?page_id=206	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index3040.html	(from https://team5036.ca/?page_id=441)
19:46:18	81307/81307	---M--	200	added ('OK')	image/jpeg	etag:%227627350af472a799%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/Durham-Photo.jpg?fit=768%2C512&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/Durham-Photo44ce.jpg	(from https://team5036.ca/?page_id=441)
19:46:19	91992/91992	---M--	200	added ('OK')	image/jpeg	etag:%22c5c96a33bbe5dcd8%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2024/08/IMG_8331.jpg?fit=768%2C511&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2024/08/IMG_83315c29.jpg	(from https://team5036.ca/?page_id=441)
19:46:19	522167/522167	---M--	200	added ('OK')	image/jpeg	etag:%225403380922458a25%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2020-scaled.jpg?fit=2560%2C1707&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2020-scaled8ac0.jpg	(from https://team5036.ca/?page_id=441)
19:46:20	351081/351081	---M--	200	added ('OK')	image/jpeg	etag:%2205f05f4717984721%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/Bot-2018.jpg?fit=2000%2C1333&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/Bot-20183bf9.jpg	(from https://team5036.ca/?page_id=441)
19:46:20	165477/165477	---M--	200	added ('OK')	image/jpeg	etag:%2230e01d408ed4609f%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2024/08/IMG_8333.jpg?fit=1024%2C681&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2024/08/IMG_83334a32.jpg	(from https://team5036.ca/?page_id=441)
19:46:20	96525/96525	---M--	200	added ('OK')	image/jpeg	etag:%22162c0622022b33e3%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2024/08/IMG_8332-1.jpg?fit=1023%2C681&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2024/08/IMG_8332-1af70.jpg	(from https://team5036.ca/?page_id=441)
19:46:21	41951/41951	---M--	200	added ('OK')	image/png	etag:%22946caeac7dda8756%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2024/08/c1653de24332332f56f3a49a05dcfd71.png?fit=1024%2C854&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2024/08/c1653de24332332f56f3a49a05dcfd711f63.png	(from https://team5036.ca/?page_id=441)
19:46:21	95028/95028	---M--	200	added ('OK')	image/jpeg	etag:%2201dbc053dd5abac6%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2024/08/IMG_8330.jpg?fit=768%2C511&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2024/08/IMG_83305c29.jpg	(from https://team5036.ca/?page_id=441)
19:46:21	69230/69230	---M--	200	added ('OK')	image/jpeg	etag:%226639ce27d786f311%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2024/08/IMG_8335.jpg?fit=768%2C511&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2024/08/IMG_83355c29.jpg	(from https://team5036.ca/?page_id=441)
19:46:22	61239/61239	---M--	200	added ('OK')	image/jpeg	etag:%221a788fdc252c395a%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2024/08/IMG_8334.jpg?fit=768%2C511&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2024/08/IMG_83345c29.jpg	(from https://team5036.ca/?page_id=441)
19:46:25	12095/12095	---M--	200	added ('OK')	image/png	etag:%22723f07a890e943cd%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2024/08/plaque.png?fit=451%2C553&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2024/08/plaque5405.png	(from https://team5036.ca/?page_id=441)
19:46:26	22569/22569	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202025%2001:37:06%20GMT	https://team5036.ca/wp-content/uploads/essential-addons-elementor/eael-441.js?ver=1724461103	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/uploads/essential-addons-elementor/eael-44121d7.js	(from https://team5036.ca/?page_id=441)
19:46:26	1801/1801	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://team5036.ca/?page_id=441)
19:46:27	71001/71001	---MCZ	200	added ('OK')	text/css	date:Tue,%2011%20Feb%202025%2000:01:10%20GMT	https://team5036.ca/wp-content/uploads/essential-addons-elementor/eael-211.css?ver=1664293060	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/uploads/essential-addons-elementor/eael-2115ae7.css	(from https://team5036.ca/?page_id=211)
19:46:27	4298/4298	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/css/widget-divider.min3ea8.css	(from https://team5036.ca/?page_id=211)
19:46:27	17204/17204	---MCZ	200	added ('OK')	text/css	date:Fri,%2020%20Dec%202024%2017:19:06%20GMT	https://team5036.ca/wp-content/uploads/elementor/css/post-211.css?ver=1734715146	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/uploads/elementor/css/post-211680f.css	(from https://team5036.ca/?page_id=211)
19:46:28	52471/52471	---MCZ	200	added ('OK')	application/json	date:Sat,%2031%20May%202025%2023:46:26%20GMT	https://team5036.ca/index.php?rest_route=/wp/v2/pages/211	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index6480.json	(from https://team5036.ca/?page_id=211)
19:46:28	2640/2640	---MCZ	200	added ('OK')	application/json	date:Sat,%2031%20May%202025%2023:46:26%20GMT	https://team5036.ca/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fteam5036.ca%2F%3Fpage_id%3D211	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index5a5b.json	(from https://team5036.ca/?page_id=211)
19:46:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2031%20May%202025%2023:46:26%20GMT	https://team5036.ca/?p=211	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index0114.html	(from https://team5036.ca/?page_id=211)
19:46:28	2831/2831	---MCZ	200	added ('OK')	text/xml	date:Sat,%2031%20May%202025%2023:46:26%20GMT	https://team5036.ca/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fteam5036.ca%2F%3Fpage_id%3D211&format=xml	C:/My%20Web%20Sites/team5036-backup/team5036.ca/indexd81c.php	(from https://team5036.ca/?page_id=211)
19:46:28	2968/2968	---M--	200	added ('OK')	image/png	etag:%22c18d8dcd4ece1d49%22	https://i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/The_Robo_Devils_Logo-potnvflqu1bswci9px3t67roqtp0pqhsttc61kk8hs.png?w=1200&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/The_Robo_Devils_Logo-potnvflqu1bswci9px3t67roqtp0pqhsttc61kk8hsaeea.png	(from https://team5036.ca/?page_id=211)
19:46:33	32691/32691	---M--	200	added ('OK')	image/jpeg	etag:%22063eba3bbf4f0a98%22	https://i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/IMG_6064-1-scaled-pvdzstw0t2zh2d8dyniywxfzq631py8czhqgcmgtmo.jpg?w=1200&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/IMG_6064-1-scaled-pvdzstw0t2zh2d8dyniywxfzq631py8czhqgcmgtmoaeea.jpg	(from https://team5036.ca/?page_id=211)
19:46:33	584644/584644	---M--	200	added ('OK')	image/jpeg	etag:%2231bbe4331c76919e%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/IMG_6064-1-scaled.jpg?ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/IMG_6064-1-scaledeb45.jpg	(from https://team5036.ca/?page_id=211)
19:46:34	31455/31455	---M--	200	added ('OK')	image/jpeg	etag:%227c98b66f3c42c515%22	https://i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2020-scaled-pve2vtnxtsxe0q0au4q0uf4gz50dn9vb8uzjfvw8w0.jpg?w=1200&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2020-scaled-pve2vtnxtsxe0q0au4q0uf4gz50dn9vb8uzjfvw8w0aeea.jpg	(from https://team5036.ca/?page_id=211)
19:46:34	522167/522167	---M--	200	added ('OK')	image/jpeg	etag:%2206b6b3b7073f0e67%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2020-scaled.jpg?ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2020-scaledeb45.jpg	(from https://team5036.ca/?page_id=211)
19:46:34	138478/138478	---M--	200	added ('OK')	image/jpeg	etag:%22f4b026e35e5f998f%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2019.jpg?ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2019eb45.jpg	(from https://team5036.ca/?page_id=211)
19:46:34	19750/19750	---M--	200	added ('OK')	image/jpeg	etag:%22896a0ad5d4c7edbc%22	https://i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2019-pve32ej9o1xnagg8ez40arcmo8kvizzo5fdwdm51c0.jpg?w=1200&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2019-pve32ej9o1xnagg8ez40arcmo8kvizzo5fdwdm51c0aeea.jpg	(from https://team5036.ca/?page_id=211)
19:46:38	228232/228232	---M--	200	added ('OK')	image/jpeg	etag:%221575182cad14f371%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2018.jpg?ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2018eb45.jpg	(from https://team5036.ca/?page_id=211)
19:46:38	51619/51619	---M--	200	added ('OK')	image/jpeg	etag:%2291b2ec7f123a40cb%22	https://i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2018-pve39sjle61sk3pu9o3fee82sa5r1cbpi00b6x6mf4.jpg?w=1200&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2018-pve39sjle61sk3pu9o3fee82sa5r1cbpi00b6x6mf4aeea.jpg	(from https://team5036.ca/?page_id=211)
19:46:41	110450/110450	---M--	200	added ('OK')	image/jpeg	etag:%22d0ce0919ae60d2cb%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2017.jpg?ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2017eb45.jpg	(from https://team5036.ca/?page_id=211)
19:46:42	31567/31567	---M--	200	added ('OK')	image/jpeg	etag:%220716a299b917d680%22	https://i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2017-pve3c62wo3avwm9le72h7an0ucg5hsra5rdhv3nsow.jpg?w=1200&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2017-pve3c62wo3avwm9le72h7an0ucg5hsra5rdhv3nsowaeea.jpg	(from https://team5036.ca/?page_id=211)
19:46:44	132735/132735	---M--	200	added ('OK')	image/jpeg	etag:%2213fcbcec6838a328%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2016.jpg?ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2016eb45.jpg	(from https://team5036.ca/?page_id=211)
19:46:44	30568/30568	---M--	200	added ('OK')	image/jpeg	etag:%22491b3fa72a976ec3%22	https://i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2016-pve3hfyb0mit1ulslh546yq4u6gaonp27v5kszu9s0.jpg?w=1200&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2016-pve3hfyb0mit1ulslh546yq4u6gaonp27v5kszu9s0aeea.jpg	(from https://team5036.ca/?page_id=211)
19:46:45	206709/206709	---M--	200	added ('OK')	image/jpeg	etag:%2258063b2b9e829c4e%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2015.jpg?ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2015eb45.jpg	(from https://team5036.ca/?page_id=211)
19:46:45	34247/34247	---M--	200	added ('OK')	image/jpeg	etag:%2202f89f99f20a5964%22	https://i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2015-pve3pm5sfrpjzsqfvibcdehers66lx51obck0lq1og.jpg?w=1200&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2015-pve3pm5sfrpjzsqfvibcdehers66lx51obck0lq1ogaeea.jpg	(from https://team5036.ca/?page_id=211)
19:46:45	23284/23284	---M--	200	added ('OK')	image/jpeg	etag:%22358f8f1f433f2844%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2014.jpg?ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/2014eb45.jpg	(from https://team5036.ca/?page_id=211)
19:46:45	5250/5250	---M--	200	added ('OK')	image/jpeg	etag:%2240c3e4a1db5245bd%22	https://i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2014-pvdxlsmk5ksiuq1agzn9rdfpktmzi5gv4azoo1nitc.jpg?w=1200&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/elementor/thumbs/2014-pvdxlsmk5ksiuq1agzn9rdfpktmzi5gv4azoo1nitcaeea.jpg	(from https://team5036.ca/?page_id=211)
19:46:46	6540/6540	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202025%2000:01:10%20GMT	https://team5036.ca/wp-content/uploads/essential-addons-elementor/eael-211.js?ver=1664293060	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/uploads/essential-addons-elementor/eael-2115ae7.js	(from https://team5036.ca/?page_id=211)
19:46:47	71409/71409	---MCZ	200	added ('OK')	text/css	date:Tue,%2011%20Feb%202025%2006:57:43%20GMT	https://team5036.ca/wp-content/uploads/essential-addons-elementor/eael-869.css?ver=1723752284	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/uploads/essential-addons-elementor/eael-869a4b5.css	(from https://team5036.ca/?page_id=869)
19:46:47	106/106	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min3ea8.css	(from https://team5036.ca/?page_id=869)
19:46:47	137/137	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min3ea8.css	(from https://team5036.ca/?page_id=869)
